failure,error_count,task_hour,day_of_month,day_of_week,robot_id_length,software_version_length,product_code_type,error_severity,hourly_error_rate
0,13,10,13,3,15,29,2,13,1
0,15,15,16,3,15,19,3,12,0
0,13,10,4,4,15,26,5,13,0
0,9,11,27,4,15,15,2,9,0
0,13,15,1,3,15,27,4,13,0
0,13,5,27,6,15,22,2,13,0
0,14,11,16,3,15,21,2,11,0
0,12,10,23,0,15,32,3,14,0
0,13,11,18,3,15,29,2,11,0
0,13,21,13,1,15,27,2,13,0
0,11,9,13,4,15,24,2,13,0
1,17,23,18,6,15,31,2,19,1
0,14,8,16,1,15,28,1,11,0
0,14,11,5,1,15,22,4,12,1
0,11,16,1,4,15,23,1,12,1
0,13,20,22,3,15,26,5,13,0
0,14,2,19,2,15,24,3,14,0
0,13,12,15,2,15,27,4,12,0
0,14,13,11,3,15,26,1,11,0
0,12,13,20,3,15,22,2,11,0
0,13,10,16,2,15,22,2,13,0
1,19,4,8,4,15,21,1,20,0
1,17,15,13,1,15,27,1,18,1
0,13,16,27,1,15,27,4,13,0
0,11,10,2,3,15,19,5,12,0
0,13,13,13,5,15,22,4,13,1
0,13,22,8,2,15,19,3,12,0
0,12,12,22,2,15,17,1,12,0
0,13,15,24,5,15,15,2,13,0
0,13,10,18,0,15,14,5,12,0
0,12,16,24,2,15,30,4,12,0
0,13,10,17,3,15,27,4,13,0
0,12,18,20,2,15,25,3,13,0
0,13,9,6,4,15,25,4,12,1
0,12,9,14,1,15,20,4,12,1
0,13,18,25,5,15,18,5,12,0
0,13,19,5,2,15,27,2,12,0
0,12,20,1,3,15,28,2,12,1
0,14,19,13,5,15,32,1,14,0
0,13,10,4,0,15,26,5,13,0
0,13,1,2,5,15,14,3,11,0
0,11,8,10,1,15,31,2,12,0
0,12,14,26,1,15,24,3,14,0
0,13,9,2,1,15,27,4,13,0
0,13,15,21,6,15,20,4,12,1
0,13,9,23,2,15,27,4,13,0
0,11,7,6,4,15,26,2,13,0
0,11,5,6,3,15,31,3,13,0
0,13,16,17,6,15,31,2,12,0
0,13,8,9,2,15,27,4,13,0
0,10,8,10,2,15,23,2,13,0
1,18,0,6,1,15,20,3,19,1
0,15,3,24,3,15,25,1,13,0
0,13,2,21,6,15,31,3,13,0
0,14,5,13,3,15,32,1,12,0
0,13,13,5,4,15,27,4,13,0
0,12,8,11,6,15,24,2,13,0
0,12,14,1,6,15,28,4,12,1
0,10,14,20,0,15,21,3,13,1
0,13,6,2,0,15,27,4,13,0
0,13,13,17,3,15,26,5,13,0
0,13,5,28,2,15,20,1,12,0
0,9,7,31,0,15,20,2,12,0
0,11,10,24,5,15,24,1,13,0
0,13,10,21,1,15,9,5,13,0
0,13,22,7,3,15,22,2,13,0
0,13,15,19,3,15,32,3,13,0
0,11,21,24,0,15,17,2,13,0
1,16,18,16,3,15,20,3,18,1
0,13,11,26,3,15,21,2,12,0
0,14,23,29,3,15,16,3,12,1
0,13,8,2,2,15,27,4,13,0
0,13,12,17,3,15,32,1,12,0
0,12,16,6,6,15,30,2,12,0
1,18,23,19,2,15,31,3,19,0
0,13,16,9,3,15,22,2,13,0
0,12,1,8,1,15,21,3,11,1
0,11,11,11,4,15,23,2,12,1
1,19,15,31,4,15,23,1,20,0
0,14,10,29,6,15,32,1,14,0
0,15,12,24,5,15,21,4,14,0
0,13,18,23,4,15,22,2,13,0
0,11,17,20,1,15,17,4,12,1
0,8,15,13,0,15,24,2,12,0
0,12,6,15,1,15,24,2,13,0
0,13,13,12,4,15,21,2,12,0
0,13,5,1,5,15,29,2,13,0
0,12,16,12,2,15,20,2,12,0
0,13,9,11,1,15,26,5,13,0
0,12,14,21,5,15,24,2,13,1
0,13,10,19,1,15,25,5,13,0
0,12,11,24,2,15,32,5,12,0
0,13,0,18,3,15,26,3,13,0
0,14,16,17,6,15,29,2,11,0
0,13,4,2,5,15,27,1,11,0
0,13,12,14,5,15,27,4,13,0
1,8,0,26,5,15,16,2,8,0
0,15,21,20,4,15,29,1,13,0
0,10,17,26,2,15,32,4,13,0
0,11,10,27,3,15,21,2,11,1
0,13,11,19,1,15,27,4,13,0
0,12,7,23,0,15,20,3,13,0
0,13,14,13,1,15,27,4,13,0
0,13,16,5,3,15,25,1,11,0
0,14,8,29,4,15,32,1,14,0
0,13,4,4,5,15,27,1,12,1
0,12,14,6,2,15,30,1,12,0
0,12,3,15,4,15,25,3,13,1
0,14,12,14,6,15,23,2,12,0
0,13,14,14,2,15,27,4,13,0
0,13,9,9,1,15,20,4,12,1
0,13,10,22,3,15,27,4,13,0
0,11,15,15,1,15,23,2,13,0
0,12,11,14,3,15,23,3,11,0
0,12,10,26,3,15,27,3,13,1
0,12,10,18,4,15,32,4,12,1
0,14,11,13,4,15,32,1,14,0
0,12,4,15,0,15,22,1,12,0
0,13,16,28,3,15,25,5,13,0
0,12,14,17,4,15,32,2,14,0
0,13,12,24,2,15,15,4,12,0
0,13,21,2,5,15,26,5,13,0
0,10,13,9,2,15,22,3,13,0
0,14,13,2,1,15,31,4,13,0
0,13,7,19,1,15,27,4,13,0
0,12,7,11,6,15,26,1,12,0
0,13,22,18,4,15,15,2,13,0
0,14,23,18,4,15,29,3,12,0
0,13,11,1,6,15,18,2,12,1
0,13,11,15,1,15,27,4,13,0
1,18,11,5,3,15,27,2,21,1
0,13,2,17,3,15,27,4,13,0
0,12,12,24,0,15,28,2,12,0
0,13,8,26,0,15,27,3,13,0
0,11,19,19,5,15,20,5,12,1
1,17,10,19,1,15,18,1,19,1
0,14,16,2,2,15,32,1,14,0
0,13,13,18,0,15,24,3,12,1
0,15,14,20,1,15,27,1,13,0
1,10,18,12,5,15,22,2,10,0
0,13,21,29,4,15,22,2,13,0
0,13,20,2,1,15,22,2,13,0
0,13,16,17,4,15,27,5,13,0
1,17,9,2,3,15,27,2,19,1
0,13,19,27,4,15,26,5,13,0
0,13,4,22,2,15,24,1,12,0
0,14,13,19,6,15,22,3,12,0
0,13,9,20,2,15,23,5,14,0
0,13,13,16,2,15,21,3,12,0
1,10,0,15,0,15,22,2,10,0
0,13,4,7,2,15,27,4,13,0
0,10,17,2,2,15,29,4,13,0
0,15,10,10,3,15,32,4,15,0
0,12,13,15,3,15,22,1,13,0
0,11,5,21,5,15,32,3,13,0
0,13,7,22,3,15,27,3,12,1
0,14,20,21,4,15,25,5,13,0
0,13,21,5,3,15,27,4,13,0
0,13,12,22,6,15,22,2,13,0
0,13,14,14,0,15,15,1,13,1
0,15,23,21,3,15,32,3,12,0
0,13,10,7,1,15,26,2,11,0
0,13,14,29,6,15,22,2,13,0
0,13,10,5,3,15,27,4,13,0
0,13,4,16,0,15,29,1,13,0
0,14,9,17,2,15,27,2,11,0
0,12,8,31,1,15,25,3,12,1
0,11,17,20,4,15,23,3,12,1
0,13,4,28,3,15,22,2,13,0
0,11,12,1,3,15,17,3,12,0
0,14,16,4,4,15,32,5,12,0
0,13,8,2,1,15,27,4,13,0
0,14,7,17,6,15,20,3,12,1
0,13,17,15,3,15,25,5,13,0
0,13,0,31,6,15,22,2,13,0
0,13,10,11,4,15,25,5,13,0
0,13,11,4,4,15,26,2,14,0
0,13,14,24,3,15,22,2,13,0
0,12,20,18,3,15,17,3,14,1
0,13,10,29,1,15,27,4,13,0
0,14,22,10,4,15,19,2,13,0
0,11,7,5,2,15,18,2,13,0
0,14,18,31,3,15,22,2,13,0
0,12,23,13,3,15,23,3,12,0
0,13,16,5,4,15,26,3,12,0
0,10,4,30,2,15,26,3,13,1
0,13,12,28,0,15,19,3,12,0
0,13,8,13,6,15,21,5,13,1
1,19,9,3,6,15,20,3,20,1
0,16,23,13,3,15,28,3,12,0
1,10,3,2,5,15,22,2,10,0
0,12,7,29,2,15,28,5,12,0
0,12,22,4,4,15,29,3,11,1
0,10,14,4,0,15,23,5,11,0
0,13,7,27,6,15,25,5,13,0
0,12,22,13,5,15,26,3,14,0
0,14,23,11,0,15,23,5,14,0
0,13,15,29,1,15,15,2,13,0
0,13,15,6,5,15,27,4,13,0
0,13,6,6,1,15,29,1,12,0
0,12,7,31,5,15,13,3,13,0
0,13,11,10,1,15,27,4,13,0
0,12,17,13,0,15,23,3,13,1
0,13,21,29,4,15,22,2,13,0
0,15,11,8,1,15,30,1,14,1
0,15,14,31,0,15,32,4,15,0
0,13,0,17,5,15,25,5,13,1
0,13,8,8,1,15,21,3,13,0
0,13,16,14,5,15,27,4,13,0
0,13,18,15,1,15,27,4,13,0
0,13,12,5,5,15,26,5,13,0
0,13,10,1,3,15,30,1,13,0
0,13,6,2,0,15,27,4,13,0
0,13,10,18,0,15,21,4,13,0
0,14,12,19,1,15,26,2,11,0
0,15,13,1,5,15,31,3,11,0
0,13,9,10,2,15,27,4,13,0
0,14,6,12,2,15,20,2,12,1
0,11,15,2,3,15,30,5,12,0
0,12,20,31,3,15,24,2,13,0
1,17,18,10,1,15,29,4,16,1
0,13,6,9,0,15,32,4,14,1
0,10,19,13,5,15,25,3,12,1
0,13,20,2,1,15,22,2,13,0
0,11,12,15,2,15,32,3,14,0
1,17,0,22,3,15,26,3,18,0
0,10,16,16,2,15,21,1,12,0
1,20,16,10,4,15,29,1,17,1
0,12,11,28,1,15,27,1,11,0
0,8,9,7,0,15,17,3,14,0
0,13,14,13,6,15,26,5,13,0
0,12,8,22,2,15,22,4,13,0
0,14,6,11,3,15,19,5,12,0
0,13,16,27,6,15,31,3,11,1
0,15,3,15,2,15,22,5,13,1
1,19,9,16,4,15,14,1,17,0
0,13,12,9,5,15,15,2,13,0
0,11,13,14,6,15,26,2,14,1
0,10,16,20,2,15,26,5,11,0
0,13,8,3,2,15,25,5,13,0
0,12,20,21,2,15,22,3,12,0
0,13,14,28,0,15,27,4,13,0
0,14,8,11,3,15,32,1,14,0
0,15,15,8,4,15,24,2,12,0
0,15,12,15,5,15,32,4,12,0
0,14,19,7,3,15,22,2,13,1
0,13,12,19,3,15,27,4,13,0
0,13,12,23,5,15,22,2,13,0
1,16,1,2,2,15,29,1,18,1
0,12,12,16,4,15,22,1,12,0
0,11,0,31,4,15,21,1,12,1
0,11,10,15,3,15,19,4,12,0
0,13,10,22,3,15,23,2,11,1
0,13,13,22,2,15,20,4,13,1
0,11,15,19,5,15,19,3,13,1
0,15,10,29,4,15,26,1,13,0
0,15,21,26,3,15,30,1,12,0
0,13,9,2,5,15,18,4,13,0
0,13,18,13,3,15,12,5,13,0
0,13,15,17,1,15,23,5,12,0
0,12,16,26,0,15,19,3,12,0
0,12,19,1,3,15,24,5,12,1
0,12,9,10,0,15,24,5,12,1
0,15,12,9,2,15,32,4,15,0
0,10,15,1,3,15,25,4,13,0
0,14,7,12,0,15,30,2,12,0
0,13,6,23,6,15,17,2,12,1
0,13,23,22,3,15,27,4,13,0
1,17,11,24,2,15,25,2,21,0
0,11,10,17,2,15,27,1,12,0
0,12,2,20,2,15,24,2,13,0
0,11,11,13,3,15,28,4,13,0
0,14,9,8,1,15,23,1,12,1
0,13,20,4,3,15,18,4,12,0
0,14,12,29,4,15,32,1,14,0
0,13,4,4,3,15,22,2,13,0
0,14,12,1,2,15,31,3,12,1
1,21,3,16,4,15,26,1,19,1
0,13,16,16,2,15,27,2,12,1
0,13,8,28,3,15,27,4,13,0
0,15,16,15,3,15,30,3,12,0
1,16,18,28,2,15,19,5,18,1
0,13,3,21,5,15,26,5,13,0
0,14,17,7,5,15,27,5,13,0
0,10,14,5,4,15,28,2,12,0
0,12,11,17,2,15,18,1,13,0
0,13,8,22,4,15,27,4,13,0
0,14,13,25,3,15,32,4,13,0
0,13,8,5,1,15,26,5,13,0
0,13,22,7,6,15,27,4,13,0
0,15,20,5,4,15,26,3,13,0
0,12,12,15,0,15,28,3,12,0
0,14,1,16,2,15,19,4,12,0
1,22,18,11,0,15,29,2,18,1
1,17,23,16,2,15,25,2,18,0
0,14,15,12,3,15,24,4,13,0
0,14,14,10,4,15,29,2,12,0
0,15,15,21,3,15,25,5,12,0
0,12,14,20,2,15,21,4,12,0
0,13,14,1,0,15,22,3,12,1
0,13,16,26,5,15,27,4,13,0
0,14,8,11,4,15,32,1,14,0
0,14,21,9,2,15,24,4,12,0
0,15,10,18,3,15,17,2,13,0
0,14,9,27,3,15,20,3,12,0
0,10,11,8,4,15,27,2,13,0
0,14,5,30,5,15,31,1,14,0
0,13,11,19,5,15,27,4,13,0
0,14,5,17,3,15,32,1,14,0
0,14,13,27,2,15,15,2,11,1
0,13,10,17,2,15,20,1,12,0
1,19,14,16,0,15,22,3,17,1
0,13,13,22,3,15,22,2,13,0
0,12,21,19,2,15,23,2,12,0
0,11,16,1,2,15,28,2,12,0
0,13,16,13,6,15,25,5,13,0
0,13,5,9,3,15,22,3,12,1
0,13,12,19,4,15,26,4,13,0
0,15,22,15,4,15,18,3,12,0
0,11,9,22,4,15,20,5,13,0
0,12,15,31,1,15,18,2,13,0
0,13,11,17,5,15,27,4,13,0
0,13,16,28,3,15,22,2,13,0
0,14,15,18,4,15,13,1,13,1
0,13,12,9,5,15,27,4,13,0
0,14,9,2,1,15,32,1,14,0
0,14,17,5,1,15,24,2,12,0
0,13,4,26,0,15,26,5,13,0
0,13,7,12,0,15,22,4,12,0
0,13,5,22,2,15,13,5,12,0
0,10,18,14,4,15,19,2,12,1
0,13,9,1,0,15,25,3,13,1
0,15,9,2,3,15,20,4,12,1
0,12,8,19,4,15,26,2,11,0
0,13,13,20,3,15,18,2,12,0
0,15,11,3,2,15,23,2,13,0
0,13,12,10,5,15,26,4,12,0
1,10,6,27,6,15,22,2,10,0
0,11,13,8,0,15,21,1,12,0
0,12,7,15,2,15,29,3,10,1
1,18,5,21,5,15,28,4,18,1
0,13,14,5,5,15,26,5,13,0
0,13,14,16,2,15,32,1,13,0
0,14,11,20,2,15,23,3,11,1
0,12,13,20,1,15,27,1,12,1
0,13,9,18,2,15,27,4,13,0
0,14,14,24,2,15,22,5,12,0
0,11,17,20,2,15,12,2,12,0
0,11,21,11,6,15,21,3,12,0
0,12,13,16,3,15,21,1,12,0
0,10,13,16,3,15,26,3,13,1
0,12,1,15,3,15,13,4,14,0
0,11,9,16,1,15,25,3,13,0
0,11,5,2,2,15,26,2,12,1
1,19,11,5,2,15,29,1,18,1
0,13,14,13,6,15,27,4,13,0
0,12,15,31,4,15,31,2,13,0
0,14,14,31,5,15,19,3,12,1
0,10,17,25,5,15,22,1,11,1
0,13,11,15,3,15,17,5,12,0
0,13,16,16,1,15,27,1,11,1
0,14,15,31,4,15,26,5,12,0
0,12,13,30,4,15,32,1,12,0
0,12,21,1,2,15,24,2,12,1
0,11,10,22,0,15,31,1,13,0
0,10,9,1,5,15,12,2,12,1
0,13,13,28,2,15,22,2,13,0
0,11,15,12,3,15,21,4,12,1
0,13,6,10,2,15,20,2,13,0
0,10,7,13,0,15,31,4,12,1
0,13,6,6,6,15,22,2,13,0
0,15,19,20,2,15,26,1,13,1
0,9,18,16,4,15,21,2,12,0
0,11,6,4,2,15,28,5,11,1
0,13,1,9,2,15,27,4,13,0
0,12,6,3,1,15,26,2,14,1
0,12,12,14,6,15,15,4,12,0
0,11,12,17,6,15,22,3,13,0
0,12,6,12,6,15,26,2,13,0
0,9,18,18,3,15,31,2,12,0
0,10,14,15,1,15,20,1,12,0
0,13,10,2,0,15,27,4,13,0
1,19,11,8,2,15,21,2,20,1
0,14,15,4,1,15,32,1,14,0
0,13,23,4,2,15,22,2,13,0
0,13,8,28,0,15,20,1,12,0
0,11,14,22,0,15,24,4,12,0
0,13,9,17,3,15,23,3,11,0
0,12,16,22,3,15,23,2,12,0
0,12,13,15,0,15,14,3,13,0
0,12,7,16,4,15,18,4,12,0
0,12,10,11,5,15,26,3,12,0
0,14,10,11,4,15,32,1,14,0
0,13,11,22,4,15,15,2,13,0
0,14,10,5,0,15,32,1,14,0
0,13,15,7,5,15,25,5,13,0
0,13,15,26,4,15,32,3,12,0
0,13,9,24,1,15,26,5,13,0
0,12,7,15,3,15,32,2,12,0
0,12,10,13,2,15,17,3,12,0
0,14,15,23,2,15,32,3,12,1
1,19,21,2,5,15,24,2,18,1
0,14,19,1,3,15,17,3,13,0
0,13,20,25,0,15,22,2,13,0
0,13,23,30,5,15,22,2,13,0
0,12,10,14,4,15,21,2,12,0
0,13,7,14,4,15,22,4,12,1
0,13,12,17,5,15,27,4,13,0
0,14,10,7,1,15,24,4,12,1
0,12,18,20,1,15,16,3,12,0
0,11,1,6,2,15,29,3,13,1
0,13,11,25,3,15,20,4,12,0
0,10,16,7,3,15,22,1,11,1
0,13,20,3,3,15,15,2,13,0
0,12,19,10,1,15,24,4,12,0
0,14,15,27,1,15,26,4,13,1
0,10,6,18,1,15,24,3,12,1
0,13,10,20,4,15,27,4,13,0
0,13,0,17,2,15,19,2,13,1
0,11,15,16,1,15,24,5,14,1
0,13,9,26,0,15,9,5,13,0
0,13,13,5,3,15,22,2,13,0
0,13,9,31,3,15,20,3,12,0
0,11,4,27,3,15,20,4,13,0
0,12,16,8,3,15,32,3,13,1
0,15,17,16,6,15,18,5,13,0
0,11,1,16,3,15,19,2,12,0
0,13,8,3,2,15,22,2,13,0
0,13,17,9,2,15,32,3,12,0
0,13,19,13,4,15,26,3,13,0
0,12,7,1,2,15,28,2,12,0
0,12,16,31,0,15,27,2,13,0
0,11,10,18,2,15,28,2,11,0
0,14,2,6,2,15,22,3,12,0
0,13,15,2,1,15,27,4,13,0
0,12,12,2,2,15,22,2,13,0
0,14,8,2,4,15,25,5,13,1
0,11,19,12,1,15,22,2,13,0
0,13,15,6,6,15,22,2,13,0
0,13,15,19,5,15,27,4,13,0
0,13,17,4,3,15,22,2,13,0
0,9,16,18,3,15,22,2,9,0
0,12,13,4,0,15,20,2,12,1
0,11,15,17,2,15,29,2,12,1
1,19,19,20,3,15,19,3,19,1
0,13,11,25,4,15,15,2,13,0
0,10,10,19,6,15,32,4,13,0
0,12,16,24,1,15,27,2,13,0
1,18,10,17,3,15,24,4,19,1
1,20,10,14,5,15,26,2,16,1
0,13,20,15,1,15,24,5,13,0
0,13,23,15,6,15,17,4,11,1
1,18,8,15,2,15,21,4,18,1
0,13,3,14,6,15,22,2,13,0
0,13,10,25,4,15,27,4,13,0
0,13,5,31,4,15,26,3,12,0
0,12,12,22,2,15,17,4,13,0
0,14,15,11,4,15,32,1,14,0
0,13,14,25,4,15,27,4,13,0
0,13,4,26,0,15,22,5,11,0
0,13,9,14,3,15,28,3,14,0
0,10,7,31,3,15,24,2,12,0
1,18,6,7,2,15,21,5,21,0
1,19,9,20,1,15,26,1,18,1
0,15,10,12,4,15,27,5,13,1
1,10,13,28,5,15,22,2,10,0
1,18,18,12,1,15,15,1,20,1
0,13,11,1,1,15,22,2,13,0
1,17,23,6,2,15,20,5,18,1
1,18,22,18,2,15,17,1,18,0
1,18,7,10,4,15,19,2,20,1
0,13,20,1,1,15,20,2,11,1
0,13,14,19,0,15,32,5,12,0
0,11,13,18,3,15,22,2,12,0
0,13,6,11,0,15,22,2,13,0
0,12,19,17,4,15,19,3,12,0
0,12,18,21,5,15,31,2,13,1
0,12,7,25,4,15,23,3,12,0
0,13,6,29,4,15,27,4,13,0
1,18,12,1,5,15,25,5,20,1
0,13,13,8,5,15,27,2,12,1
0,13,21,16,1,15,22,2,13,0
0,11,16,9,3,15,24,4,12,0
1,21,12,24,2,15,24,5,19,1
0,13,10,5,4,15,27,4,13,0
0,11,19,14,2,15,24,2,13,0
0,14,10,1,5,15,23,4,12,0
1,20,15,7,2,15,25,3,21,1
0,15,8,8,4,15,30,3,14,0
0,14,13,13,1,15,25,2,12,0
0,10,9,15,0,15,28,2,14,0
0,12,14,18,4,15,19,2,13,1
0,13,15,26,2,15,24,1,12,0
0,12,3,7,2,15,9,2,12,0
0,13,20,6,2,15,12,2,13,1
0,13,9,18,2,15,24,3,12,0
0,13,13,23,5,15,27,4,13,0
0,13,15,10,5,15,21,1,13,1
0,13,4,31,1,15,21,1,13,0
1,19,8,14,3,15,16,3,19,1
0,11,14,18,4,15,25,2,12,0
0,14,7,13,5,15,32,1,14,0
0,13,20,30,4,15,26,5,13,0
0,10,5,25,1,15,21,1,11,0
0,13,16,11,2,15,27,4,13,0
1,16,8,16,4,15,27,2,23,1
0,14,14,24,0,15,23,4,12,0
0,14,12,17,2,15,28,3,11,0
0,13,13,10,3,15,27,4,13,0
0,12,18,2,4,15,28,2,12,0
0,14,19,2,3,15,24,3,13,0
0,14,4,24,0,15,25,2,13,0
0,12,10,12,1,15,29,3,13,0
0,15,8,13,2,15,20,1,13,0
0,12,11,26,0,15,16,3,13,0
0,12,13,20,5,15,25,3,12,0
0,13,23,30,5,15,22,2,13,0
0,12,7,18,4,15,24,4,13,0
0,14,7,17,3,15,19,2,12,1
0,12,13,14,4,15,23,1,13,1
0,12,21,7,0,15,28,3,13,0
0,12,16,3,3,15,27,4,13,0
0,16,12,5,5,15,26,3,13,0
0,13,8,4,2,15,25,5,13,0
0,12,8,22,1,15,16,2,14,0
1,21,13,3,6,15,31,2,21,1
0,13,21,29,4,15,22,2,13,0
0,13,16,8,2,15,18,4,12,0
0,14,21,25,4,15,32,1,14,0
0,10,3,9,4,15,32,4,13,1
0,13,12,19,3,15,27,4,13,0
0,11,16,17,4,15,14,2,13,1
0,11,11,19,4,15,14,1,12,0
1,10,3,14,6,15,22,2,10,0
0,13,15,22,0,15,21,2,13,1
0,14,10,19,4,15,31,1,14,0
0,11,8,25,0,15,27,4,12,1
0,13,22,6,6,15,27,4,13,0
0,13,10,1,2,15,23,1,13,0
0,12,13,1,2,15,31,1,13,0
0,12,7,24,1,15,30,2,12,0
0,12,14,15,6,15,32,5,13,0
0,15,14,2,4,15,23,3,12,0
0,12,14,19,0,15,27,5,14,1
0,13,1,25,3,15,15,2,13,0
0,13,12,7,1,15,19,1,13,0
0,12,5,16,1,15,32,3,13,0
0,13,11,9,0,15,23,3,13,0
0,11,11,22,1,15,17,2,12,0
0,14,18,8,1,15,26,2,10,0
0,10,12,26,3,15,24,2,14,0
0,13,9,19,4,15,27,4,13,0
0,13,6,9,2,15,19,1,13,1
0,14,2,3,4,15,25,1,12,0
0,12,9,2,2,15,23,4,12,0
0,13,16,26,1,15,15,2,13,0
0,12,16,16,0,15,20,2,12,1
0,12,15,8,3,15,20,3,13,1
0,13,11,5,3,15,29,5,11,0
0,13,14,19,3,15,26,5,13,0
0,14,23,15,3,15,21,3,12,0
0,13,13,1,0,15,28,2,12,1
0,13,10,17,1,15,27,4,13,0
1,21,6,1,5,15,19,3,22,1
0,13,12,17,3,15,27,4,13,0
0,13,11,9,1,15,22,2,13,0
0,13,9,31,2,15,21,2,13,1
0,14,16,14,0,15,15,2,12,1
0,11,14,17,5,15,24,3,13,0
0,15,7,12,3,15,26,3,13,0
0,11,14,9,3,15,16,3,13,0
0,13,11,16,1,15,15,2,13,0
0,14,21,24,3,15,18,1,13,0
0,12,7,31,4,15,23,5,12,0
0,13,23,10,4,15,31,2,13,1
0,13,17,5,3,15,22,2,13,0
0,13,20,17,6,15,27,4,13,0
0,12,9,7,1,15,9,3,12,0
0,13,3,14,6,15,22,2,13,0
0,13,1,19,4,15,22,2,13,0
0,13,19,27,4,15,26,5,13,0
0,14,12,11,2,15,29,5,13,0
0,11,8,14,4,15,27,1,12,1
0,13,7,28,3,15,25,2,14,1
1,21,17,1,3,15,25,4,17,1
0,11,7,9,4,15,27,4,13,0
0,13,17,11,0,15,32,1,13,0
0,13,23,7,4,15,32,3,11,1
0,14,13,6,0,15,32,1,12,1
1,20,7,20,4,15,19,4,18,1
0,13,22,7,6,15,26,5,13,0
0,13,15,27,4,15,22,2,13,0
0,12,17,17,1,15,23,2,12,1
0,12,16,4,2,15,20,2,12,0
0,14,13,18,3,15,29,3,13,0
0,15,19,21,3,15,12,2,11,0
0,13,19,9,2,15,15,2,13,0
0,10,11,10,4,15,18,2,11,0
0,12,10,7,5,15,19,2,13,1
0,13,13,18,4,15,27,4,13,0
0,13,9,20,6,15,24,4,13,0
0,12,14,31,2,15,24,3,12,0
0,12,16,31,2,15,20,3,12,0
0,13,15,29,4,15,27,4,13,0
0,13,14,11,3,15,27,5,12,0
0,12,6,18,2,15,24,4,13,0
0,13,14,2,2,15,25,5,13,0
0,11,13,17,5,15,22,1,13,0
0,12,13,14,5,15,21,2,13,0
1,20,5,1,2,15,19,2,20,1
1,19,5,1,3,15,32,2,16,1
1,21,23,1,0,15,19,4,19,1
0,12,16,19,4,15,31,3,12,0
0,10,14,16,0,15,21,5,12,0
0,11,12,1,0,15,19,2,12,0
0,13,13,25,2,15,27,4,13,0
0,12,23,12,3,15,17,4,12,1
0,13,3,18,6,15,30,4,12,0
0,10,12,14,2,15,25,4,12,0
0,12,3,13,5,15,19,4,13,1
0,13,11,5,0,15,27,4,13,0
0,13,16,16,4,15,22,2,13,0
0,13,6,14,1,15,24,1,11,0
0,13,10,31,0,15,32,4,13,1
0,13,5,21,4,15,30,3,12,0
0,13,7,5,1,15,22,2,11,1
0,11,12,31,3,15,19,1,12,0
1,17,7,18,5,15,22,2,19,1
0,12,4,19,6,15,32,2,11,0
0,13,11,7,0,15,9,5,13,0
0,10,16,1,4,15,22,1,12,0
0,13,4,12,6,15,25,3,13,0
0,12,12,12,2,15,32,2,13,0
0,13,16,12,4,15,24,4,13,0
0,11,13,16,1,15,25,2,12,0
0,14,10,30,2,15,32,1,14,0
0,10,20,25,6,15,31,1,13,1
0,16,7,2,3,15,19,3,12,0
1,18,12,25,2,15,24,4,20,1
0,14,6,1,4,15,21,5,13,1
0,13,0,7,0,15,27,4,13,0
0,13,12,2,1,15,27,4,13,0
0,12,8,1,3,15,22,4,13,1
0,15,12,8,1,15,32,4,15,0
0,13,15,14,0,15,18,5,12,1
0,10,15,20,4,15,16,3,13,1
0,12,0,22,3,15,25,4,11,0
0,14,10,20,4,15,20,1,13,1
0,14,11,22,4,15,27,3,12,1
0,12,7,29,4,15,29,5,12,0
0,12,13,15,3,15,23,3,12,0
0,13,11,2,1,15,27,4,13,0
0,14,16,19,2,15,28,2,11,0
0,12,2,8,4,15,25,5,13,1
0,13,7,1,1,15,15,2,13,0
0,13,12,28,1,15,14,3,12,0
0,12,12,16,5,15,25,4,12,0
0,12,11,4,2,15,22,1,12,0
0,11,18,2,2,15,31,2,13,0
0,13,13,27,4,15,29,3,13,0
0,13,12,1,3,15,27,4,13,0
0,12,16,21,4,15,27,4,12,1
1,20,11,11,6,15,23,3,19,1
0,12,5,15,5,15,17,2,13,0
0,12,17,23,0,15,32,2,13,0
0,11,11,25,3,15,21,1,13,1
0,11,6,16,3,15,18,4,11,0
0,11,13,22,1,15,21,2,12,0
0,13,8,18,4,15,27,4,13,0
0,10,12,10,1,15,19,4,14,0
0,10,15,8,0,15,32,2,13,0
0,13,12,8,2,15,15,1,13,0
1,18,0,17,5,15,23,1,20,1
0,13,8,1,3,15,27,4,13,0
0,10,12,14,3,15,22,1,12,0
0,13,12,18,4,15,9,5,13,0
0,13,12,8,4,15,9,5,13,0
0,13,10,22,3,15,22,2,13,0
0,14,18,13,3,15,20,2,13,1
0,11,19,5,2,15,22,1,12,0
0,15,7,10,0,15,31,1,13,0
0,13,12,17,0,15,28,2,12,0
0,13,12,22,2,15,24,2,12,0
1,17,23,12,4,15,15,2,19,1
0,8,6,24,4,15,22,1,12,1
0,13,6,9,3,15,19,2,12,1
0,12,19,21,3,15,30,4,12,1
0,11,9,9,2,15,22,3,12,0
0,13,2,24,1,15,27,3,13,0
0,11,20,17,3,15,27,3,12,0
0,12,5,16,5,15,16,3,12,1
0,12,9,14,4,15,23,1,13,1
0,13,17,13,6,15,25,5,13,0
0,13,8,30,0,15,30,2,13,0
0,13,14,7,3,15,26,5,13,0
0,12,13,31,6,15,32,1,13,1
0,13,10,23,4,15,29,3,11,0
